新课程序号,课程序号,课程名称,周学时,负责人,授课教师,教师工号,教师职称,课程性质,授课语言,校区,听课专业,选课人数,起始周,结束周,排课信息
CDH352201,51036201,企业运营管理,4,,"TobiasSpecker,Peggy Näser","1400430,1805013","null,null",专业选修课,德语,嘉定校区,2023(机械电子工程 51014),4,7,10,Peggy Näser(1805013) 星期一5-8节 [9-10] 济事楼214 TobiasSpecker(1400430) 星期一5-8节 [7-8] 济事楼214 Peggy Näser(1805013) 星期三5-8节 [9-10] 济事楼214 TobiasSpecker(1400430) 星期三5-8节 [7-8] 济事楼214 Peggy Näser(1805013) 星期四9-11节 [9-10] 济事楼214 TobiasSpecker(1400430) 星期四9-11节 [7-8] 济事楼214 Peggy Näser(1805013) 星期五1-5节 [9-10] 济事楼214 TobiasSpecker(1400430) 星期五1-5节 [7-8] 济事楼214
CDH352301,51036601,市场与采购,2,,冯英华,05156,,专业选修课,中文,嘉定校区,2023(机械电子工程 51014),5,1,16,冯英华(05156) 星期二3-4节 [1-16] 诚楼C412
,51036701,财务管理与投融资,4,,"BerndZirkler,Kai Nobach","1400394,1600182","null,null",专业选修课,德语,嘉定校区,2023(机械电子工程 51014),4,3,6,Kai Nobach(1600182) 星期一5-8节 [5-6] 济事楼214 BerndZirkler(1400394) 星期一5-8节 [3-4] 济事楼214 BerndZirkler(1400394) 星期三5-8节 [3-4] 济事楼214 Kai Nobach(1600182) 星期三5-8节 [5-6] 济事楼214 BerndZirkler(1400394) 星期四9-11节 [3-4] 济事楼214 Kai Nobach(1600182) 星期四9-11节 [5-6] 济事楼214 BerndZirkler(1400394) 星期五1-5节 [3-4] 济事楼214 Kai Nobach(1600182) 星期五1-5节 [5-6] 济事楼214
CDH352501,51037201,汽车动力系统,4,,BoYuan,1400395,,专业必修课,德语,嘉定校区,2023(汽车服务工程 51024),7,11,15,BoYuan(1400395) 星期一5-9节 [11-12 14-15] 广楼G108 BoYuan(1400395) 星期三5-9节 [11-12 14-15] 广楼G108 BoYuan(1400395) 星期六1-6节 [11-12 14-15] 广楼G108
CDH451701,51037901,工业实习与劳动实践,10,,谢楠,09060,,实践环节课程,中文,嘉定校区,2022(机械电子工程 51014),14,1,16,谢楠(09060) 星期三9-10节 [1-16] 企业实习
CDH451704,51037904,工业实习与劳动实践,10,,郭为安,14015,,实践环节课程,中文,嘉定校区,2022(汽车服务工程 51024),12,1,16,郭为安(14015) 星期三9-10节 [1-16] 企业实习
CDH451703,51037903,工业实习与劳动实践,10,,张永明,14152,,实践环节课程,中文,嘉定校区,2022(建筑电气与智能化 51034),5,1,16,张永明(14152) 星期三9-10节 [1-16] 企业实习
CDH451702,51037902,工业实习与劳动实践,10,,周春燕,02151,,实践环节课程,中文,嘉定校区,"2022(物流管理(中德班) 01904),2022(机械电子工程 51014)",48,1,16,周春燕(02151) 星期三9-10节 [1-16] 博楼B410
CDH360601,51038101,项目开发与管理,6,,"顾剑峰,靳文瑞,郭为安,孟庆雨","02090,09062,14015,89518",",,,",实践环节课程,中文,嘉定校区,2023(汽车服务工程 51024),14,1,16,"顾剑峰(02090),靳文瑞(09062),郭为安(14015),孟庆雨(89518) 星期五1-6节 [1-16] 专业实验室"
,51038201,汽车服务工程与诊断技术（I）,4,,孟庆雨,89518,,专业必修课,中文,嘉定校区,2023(汽车服务工程 51024),15,1,16,孟庆雨(89518) 星期一3-4节 [1-16] 诚楼C409 孟庆雨(89518) 星期三3-4节 [1-16] 诚楼C409
CAU340101,02001401,城市绿地规划设计原理,2,,"沈洁,刘颂","15011,94096",",",专业必修课,中文,四平路校区,"2023(建筑类(复合型创新人才实验班) 02009),2023(城乡规划 02025),2023(风景园林 02094)",42,1,16,沈洁(15011) 星期四3-4节 [1 5-7单 8-16] 南205 刘颂(94096) 星期四3-4节 [2-4 6] 南205
CAU230101,02002301,园林植物与应用,2,,"张德顺,陈静,云嘉燕","09024,11127,23078",",,",专业基础课,中文,四平路校区,"2023(城乡规划 02025),2024(风景园林 02094),2025(风景园林(二学位) 02016)",9,1,16,张德顺(09024) 星期三1-2节 [1-9] 南209 陈静(11127) 星期三1-2节 [14-16] 南209 云嘉燕(23078) 星期三1-2节 [10-13] 南209
CAU240101,02006301,历史建筑保护概论,2,,陆地,02081,,专业选修课,中文,四平路校区,"2023(建筑类(复合型创新人才实验班) 02009),2024(城市设计 02003),2024(建筑学 02015),2024(历史建筑保护工程 02084),2024(建筑学(精英班) 09031),2024(历史建筑保护工程(精英班) 09032),2025(建筑学(二学位) 02098)",28,1,16,陆地(02081) 星期二3-4节 [1-16] 文106
CAU000101,02009601,中国传统绘画工笔技法,2,,胡炜,98723,,人文经典与审美素养,中英,四平路校区,,20,1,16,胡炜(98723) 星期三9-10节 [1-16] 城规学院D3报告厅
CAU000601,02011401,篆刻艺术,3,,刘辉,93428,,人文经典与审美素养,中文,四平路校区,,30,1,16,刘辉(93428) 星期三5-7节 [1-16] 城规B楼410、412
CAU560102,02017802,毕业设计(含实习),16,,"赵蔚,栾峰,朱玮,杨辰,程遥,陈晨,颜文涛,沈尧,刘骝,黄璜,唐伟成,刘伯初,张泽,杨贵庆,于一凡,卓健,王德,耿慧志","05125,05133,10112,13084,15156,15166,17022,18093,21013,21025,21161,23135,23175,91045,96016,96030,98033,99025","副教授,教授,副教授,副教授,副教授,长聘教授,教授,副教授,预聘副教授,,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,教授,教授,教授,长聘教授,教授",实践环节,中文,四平路校区,"2021(城乡规划 02025),2022(城乡规划(精英班) 09033)",67,1,16,"赵蔚(05125),栾峰(05133),朱玮(10112),杨辰(13084),程遥(15156),陈晨(15166),颜文涛(17022),沈尧(18093),刘骝(21013),黄璜(21025),唐伟成(21161),刘伯初(23135),张泽(23175),杨贵庆(91045),于一凡(96016),卓健(96030),王德(98033),耿慧志(99025) 星期二1-4节 [1-16] 学院教室E302\304\306\201\203\303\305\307\309 赵蔚(05125),栾峰(05133),朱玮(10112),杨辰(13084),程遥(15156),陈晨(15166),颜文涛(17022),沈尧(18093),刘骝(21013),黄璜(21025),唐伟成(21161),刘伯初(23135),张泽(23175),杨贵庆(91045),于一凡(96016),卓健(96030),王德(98033),耿慧志(99025) 星期五1-4节 [1-16] 学院教室E302\304\306\201\203\303\305\307\309"
CAU230201,02018401,建筑设计原理,2,,"张雪伟,戚广平","07074,96032",",",专业基础课,中文,四平路校区,"2023(建筑学(精英班) 09031),2024(建筑学(国际班) 02002),2024(建筑学 02015),2024(城乡规划 02025),2024(历史建筑保护工程 02084)",93,1,16,张雪伟(07074) 星期一7-8节 [9-16] 学院专教-钟庭报告厅 戚广平(96032) 星期一7-8节 [1-8] 学院专教-钟庭报告厅
CAU250101,02018901,计算机图形学,2,,王祥,21022,,专业必修课,中文,四平路校区,"2024(城市设计 02003),2024(建筑类(复合型创新人才实验班) 02009),2024(建筑学 02015),2024(历史建筑保护工程 02084),2024(建筑学(精英班) 09031),2024(历史建筑保护工程(精英班) 09032)",24,1,16,王祥(21022) 星期四3-4节 [1-16] 文106
CAU350201,02019901,景观社会学,2,,董楠楠,06119,,专业选修课,中文,四平路校区,"2023(城乡规划 02025),2023(风景园林 02094),2025(风景园林(二学位) 02016)",0,1,16,董楠楠(06119) 星期日9-10节 [1-16] 不排教室
CAU460101,02020601,毕业设计,16,,"张琳,王敏,刘悦来,董楠楠,陈静,汪洁琼,陈筝,寇怀云,彭婉婷,申佳可,李宾,王方邑,李璟昱,刘熬立,周向频","04121,05223,05224,06119,11127,13123,13156,13509,22227,24069,24100,24195,25024,92187,97010","副教授,副教授,副教授,副教授,副教授,副教授,副教授,长聘副教授,助理教授（长聘体系）,预聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,讲师,副教授",实践环节课程,中文,四平路校区,2022(风景园林 02094),39,1,16,"张琳(04121),王敏(05223),刘悦来(05224),董楠楠(06119),陈静(11127),汪洁琼(13123),陈筝(13156),寇怀云(13509),彭婉婷(22227),申佳可(24069),李宾(24100),王方邑(24195),李璟昱(25024),刘熬立(92187),周向频(97010) 星期六5-8节 [1-16] 学院教室D301\D303\B303\B305 张琳(04121),王敏(05223),刘悦来(05224),董楠楠(06119),陈静(11127),汪洁琼(13123),陈筝(13156),寇怀云(13509),彭婉婷(22227),申佳可(24069),李宾(24100),王方邑(24195),李璟昱(25024),刘熬立(92187),周向频(97010) 星期日1-4节 [1-16] 学院教室D301\D303\B303\B305"
CAU250401,02021701,数字化设计前沿,2,,闫超,21152,,专业选修课,英语,四平路校区,"2024(建筑学(国际班) 02002),2024(城市设计 02003),2024(建筑类(复合型创新人才实验班) 02009),2024(建筑学 02015),2024(城乡规划 02025),2024(历史建筑保护工程 02084),2024(风景园林 02094),2024(建筑学(精英班) 09031),2024(历史建筑保护工程(精英班) 09032)",48,1,16,闫超(21152) 星期四9-10节 [1-16] 北229
,02022401,毕业设计(四年制本科),16,,"蔡永洁,林怡,宗轩,颜隽,王一,陈泳,孙澄宇,陈强,钱锋,王桢栋,姚栋,扈龑喆,李华,董屹,司马蕾,崔哲,谭峥,姚佳伟,张灵珠,余中奇,王祥,汪妍泽,朱怡晨,刘一歌,陈易,左琰,庄宇,徐磊青,戚广平","00093,01018,01023,02045,02078,03026,05027,05173,06027,08037,08040,10043,11126,11128,13154,14043,15030,18536,20012,21018,21022,22142,23071,23194,91023,91129,93048,95016,96032","教授,教授,教授,讲师,副教授,教授,副教授,副教授,副教授,教授,副教授,,讲师,副教授,副教授,副教授,副教授,预聘副教授,预聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,教授,教授,教授,教授,副教授",实践环节课程,中文,四平路校区,"2022(建筑学(四) 02114),2022(建筑学(精英班) 09031),2024(建筑学(二学位) 02098)",59,1,16,"蔡永洁(00093),林怡(01018),宗轩(01023),颜隽(02045),王一(02078),陈泳(03026),孙澄宇(05027),陈强(05173),钱锋(06027),王桢栋(08037),姚栋(08040),扈龑喆(10043),李华(11126),董屹(11128),司马蕾(13154),崔哲(14043),谭峥(15030),姚佳伟(18536),张灵珠(20012),余中奇(21018),王祥(21022),汪妍泽(22142),朱怡晨(23071),刘一歌(23194),陈易(91023),左琰(91129),庄宇(93048),徐磊青(95016),戚广平(96032) 星期六1-8节 [1-16] 学院专教E205、E207、E209、E211、E213、E215、E202、E204、E206"
,02022601,毕业设计(五年制本科),16,,"蔡永洁,林怡,宗轩,颜隽,王一,陈泳,孙澄宇,陈强,钱锋,王桢栋,姚栋,扈龑喆,李华,董屹,司马蕾,崔哲,谭峥,姚佳伟,张灵珠,余中奇,王祥,汪妍泽,朱怡晨,刘一歌,陈易,左琰,庄宇,徐磊青,戚广平","00093,01018,01023,02045,02078,03026,05027,05173,06027,08037,08040,10043,11126,11128,13154,14043,15030,18536,20012,21018,21022,22142,23071,23194,91023,91129,93048,95016,96032","教授,教授,教授,讲师,副教授,教授,副教授,副教授,副教授,教授,副教授,,讲师,副教授,副教授,副教授,副教授,预聘副教授,预聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,教授,教授,教授,教授,副教授",实践环节,中文,四平路校区,2021(建筑学 02015),66,1,16,"蔡永洁(00093),林怡(01018),宗轩(01023),颜隽(02045),王一(02078),陈泳(03026),孙澄宇(05027),陈强(05173),钱锋(06027),王桢栋(08037),姚栋(08040),扈龑喆(10043),李华(11126),董屹(11128),司马蕾(13154),崔哲(14043),谭峥(15030),姚佳伟(18536),张灵珠(20012),余中奇(21018),王祥(21022),汪妍泽(22142),朱怡晨(23071),刘一歌(23194),陈易(91023),左琰(91129),庄宇(93048),徐磊青(95016),戚广平(96032) 星期日1-8节 [1-16] 学院专教E205、E207、E209、E211、E213、E215、E202、E204、E206"
CAU340401,02024101,城乡规划原理（B）,2,,"程遥,晏龙旭,陆希刚,张尚武","15156,21024,95503,98062",",预聘副教授,副教授,长聘教授",专业必修课,中文,四平路校区,"2023(建筑类(复合型创新人才实验班) 02009),2023(城乡规划 02025),2023(测绘工程 03044),2025(城乡规划(二学位) 02099)",46,1,16,陆希刚(95503) 星期三5-6节 [3-6] 北105 程遥(15156) 星期三5-6节 [7-11] 北105 晏龙旭(21024) 星期三5-6节 [12-16] 北105 张尚武(98062) 星期三5-6节 [1-2] 北105
CAU340501,02024201,城乡规划原理（C）,2,,"栾峰,肖建莉,高晓昱,陆希刚","05133,08010,93176,95503",",副教授,讲师,副教授",专业必修课,中文,四平路校区,"2023(城乡规划 02025),2025(城乡规划(二学位) 02099)",31,1,16,栾峰(05133) 星期一7-8节 [1-2 6 11-12 14-16] 南312 高晓昱(93176) 星期一7-8节 [7-10] 南312 陆希刚(95503) 星期一7-8节 [3-5] 南312 肖建莉(08010) 星期一7-8节 [13] 南312
CAU440201,02024501,城市工程系统与综合防灾（2）,2,,"赫磊,高晓昱","16516,93176",",",专业必修课,中文,四平路校区,"2022(城乡规划 02025),2022(城乡规划(四) 02096),2022(城乡规划(精英班) 09033),2025(城乡规划(二学位) 02099)",21,1,16,高晓昱(93176) 星期一3-4节 [2-16双] 北207 赫磊(16516) 星期一3-4节 [1-15单] 北207
CAU340701,02024701,城市环境与城市生态学,2,,"干靓,颜文涛","05065,17022",",",专业必修课,中文,四平路校区,"2023(城市设计 02003),2023(建筑学 02015),2023(城乡规划 02025),2023(历史建筑保护工程 02084),2023(风景园林 02094),2025(城乡规划(二学位) 02099)",53,1,16,"干靓(05065) 星期三3-4节 [7-11 14] 北105 干靓(05065),颜文涛(17022) 星期三3-4节 [12 16] 北105 颜文涛(17022) 星期三3-4节 [1-6 13-15单] 北105"
CAU340801,02024801,区域发展与规划,2,,"唐伟成,彭震伟","21161,89045",",",专业选修课,中文,四平路校区,"2023(城乡规划 02025),2025(城乡规划(二学位) 02099)",34,1,16,唐伟成(21161) 星期四7-8节 [6-9 12-16] 南208 彭震伟(89045) 星期四7-8节 [1-5 10-11] 南208
CAU440401,02025801,城市历史遗产保护,2,,侯丽,97038,,专业特色模块,中文,四平路校区,2025(AI赋能城市更新交叉创新实验区 02013),0,1,16,侯丽(97038) 星期六9-10节 [1-16] 不排教室
CAU250502,02028102,旅游策划原理与方法,2,,张琳,04121,,专业选修课,中文,四平路校区,"2023(城乡规划 02025),2024(城乡规划 02025),2024(风景园林 02094),2025(城乡规划(二学位) 02099)",13,1,16,张琳(04121) 星期四9-10节 [1-16] 南210
CAU350501,02029401,城市综合体建筑设计原理,2,,扈龑喆,10043,,专业选修课,中文,四平路校区,"2023(建筑学 02015),2023(历史建筑保护工程 02084),2023(建筑学(精英班) 09031),2024(建筑学(二学位) 02098)",29,1,16,扈龑喆(10043) 星期四3-4节 [1-16] 学院专教-钟庭报告厅
CAU341001,02030401,建筑法规与职业教育,2,,徐洪涛,00762,,专业必修课,中文,四平路校区,"2023(建筑学 02015),2023(城乡规划 02025),2023(历史建筑保护工程 02084),2023(风景园林 02094),2023(建筑学(精英班) 09031),2025(建筑学(二学位) 02098)",65,1,16,徐洪涛(00762) 星期三7-8节 [1-16] 文106
CAU350601,02030501,当代艺术评论,2,,于幸泽,13191,,专业选修课,中文,四平路校区,"2023(城市设计 02003),2023(建筑学 02015),2023(城乡规划 02025),2023(历史建筑保护工程 02084),2023(风景园林 02094)",0,1,16,于幸泽(13191) 星期日7-8节 [1-16] 不安排教室
CAU330301,02032401,城乡规划原理,2,,"程遥,李晴,陆希刚,田宝江,张尚武","15156,95501,95503,98055,98062","副教授,副教授,,副教授,长聘教授",专业基础课,中文,四平路校区,"2022(建筑学 02015),2022(建筑学(四) 02114),2023(风景园林 02094)",52,1,16,田宝江(98055) 星期三9-10节 [14-16] 衷和楼205 陆希刚(95503) 星期三9-10节 [3-6 9] 衷和楼205 程遥(15156) 星期三9-10节 [7-8] 衷和楼205 李晴(95501) 星期三9-10节 [10-13] 衷和楼205 张尚武(98062) 星期三9-10节 [1-2] 衷和楼205
CAU230301,02033501,城乡规划导论,2,,"邵甬,栾峰,肖扬,颜文涛,刁弥,彭震伟,杨贵庆,高晓昱,匡晓明,于一凡,卓健,王德,张尚武,耿慧志,王雅娟","05001,05133,13147,17022,20135,89045,91045,93176,94053,96016,96030,98033,98062,99025,99100","教授,教授,长聘教授,教授,,教授,教授,讲师,教授,教授,教授,长聘教授,长聘教授,教授,副研究员（自然科学）",专业基础课,中文,四平路校区,"2023(城市设计 02003),2023(建筑学 02015),2023(历史建筑保护工程 02084),2023(风景园林 02094),2024(城乡规划 02025),2025(城市设计(二学位) 02005),2025(城乡规划(二学位) 02099)",28,1,16,耿慧志(99025) 星期三1-2节 [7] 北105 于一凡(96016) 星期三1-2节 [8] 北105 颜文涛(17022) 星期三1-2节 [2] 北105 王雅娟(99100) 星期三1-2节 [10] 北105 肖扬(13147) 星期三1-2节 [6] 北105 刁弥(20135) 星期三1-2节 [11 16] 北105 彭震伟(89045) 星期三1-2节 [1] 北105 卓健(96030) 星期三1-2节 [12] 北105 邵甬(05001) 星期三1-2节 [9] 北105 高晓昱(93176) 星期三1-2节 [13] 北105 张尚武(98062) 星期三1-2节 [5] 北105 栾峰(05133) 星期三1-2节 [4] 北105 杨贵庆(91045) 星期三1-2节 [3] 北105 匡晓明(94053) 星期三1-2节 [15] 北105 王德(98033) 星期三1-2节 [14] 北105
CAU001001,02033601,三维快速成型技术及应用,2,,臧伟,91664,,工程能力与创新思维,中文,四平路校区,,3,1,16,臧伟(91664) 星期四7-8节 [1-16] 文401
CAU001101,02034701,城乡发展与规划概论,2,,张立,10080,,社会发展与国际视野,中文,四平路校区,,10,1,16,张立(10080) 星期三7-8节 [1-16] 北309
CAU120101,02035301,建筑概论,2,,"岑伟,田唯佳,陈洁","04043,14167,22211",",,",专业基础课,英语,四平路校区,2025(建筑学(国际班) 02002),40,1,16,田唯佳(14167) 星期一1-2节 [7-11] 学院专教C203 陈洁(22211) 星期一1-2节 [1-6] 学院专教C203 岑伟(04043) 星期一1-2节 [12-16] 学院专教C203
CAU240301,02037501,建筑史,2,,"周鸣浩,李颖春","11162,14150",",",专业基础课,英语,四平路校区,2025(建筑学(国际班) 02002),40,1,16,李颖春(14150) 星期四3-4节 [9-16] 北208 周鸣浩(11162) 星期四3-4节 [1-8] 北208
CAU460301,02037901,毕业设计,16,,"江嘉玮,李佩娴","21157,23023","助理教授（长聘体系）,预聘副教授",实践环节课程,英语,四平路校区,2022(建筑学(国际班) 02002),10,1,16,"江嘉玮(21157),李佩娴(23023) 星期六1-8节 [1-16] 学院专教D513 江嘉玮(21157),李佩娴(23023) 星期日1-8节 [1-16] 学院专教D513"
CAU001301,02038201,中西艺术比较(双语),2,,胡炜,98723,,社会发展与国际视野,中英,四平路校区,,80,1,16,胡炜(98723) 星期一9-10节 [1-16] 北410
CAU250701,02038401,风景园林文化与空间,2,,胡玎,99038,,专业选修课,中文,四平路校区,"2024(城市设计 02003),2024(建筑学 02015),2024(城乡规划 02025),2024(历史建筑保护工程 02084),2024(风景园林 02094),2025(风景园林(二学位) 02016)",28,1,16,胡玎(99038) 星期四1-2节 [1-16] 文106
