新课程序号,课程名称,课程性质,校区,排课信息
CAU001901,东西方艺术史·城乡规划综合体,人文经典与审美素养,四平路校区,邵陆(05047) 星期四9-10节 [1-16] 北301
CAU002001,中国56民族建筑·永生地域计划,工程能力与创新思维,四平路校区,邵陆(05047) 星期一7-8节 [1-16] 北301
CAU350801,空间规划方法概论（英）,专业选修课,四平路校区,周新刚(17125) 星期一3-4节 [9-16] 北307
CAU130302,艺术造型（2）,公共基础课,四平路校区,胡炜(98723) 星期三5-7节 [1-16] 城规学院B楼四楼美术教室
CAU130301,艺术造型（2）,公共基础课,四平路校区,"吴茜(09123),于幸泽(13191),刘辉(93428),徐油画(93502) 星期三1-3节 [1-16] 城规学院B楼四楼美术教室"
CAU260301,历史建筑实录（历建）,实践环节课程,四平路校区,"陆地(02081),张晓春(04111),李颖春(14150),刘涤宇(16019) 星期一7-8节 [1-16] 学院专教D302"
CAU230701,建筑设计Ⅰ,专业基础课,四平路校区,"张雪伟(07074),杨峰(10103),孟刚(94038) 星期四5-8节 [1-16] 学院专教D406"
CAU230706,建筑设计Ⅰ,专业基础课,四平路校区,"戴代新(05055),胡玎(99038) 星期四5-8节 [1-16] 学院专教D403"
CAU230705,建筑设计Ⅰ,专业基础课,四平路校区,"叶海(00010),胡向磊(05144),汤宇卿(97127),庞磊(98024),王骏(98088) 星期四5-8节 [1-16] 学院专教D409\D411\407\417"
CAU230704,建筑设计Ⅰ,专业基础课,四平路校区,"周易知(18132),范兆祥(25027) 星期四5-8节 [1-16] 学院专教D412"
CAU230703,建筑设计Ⅰ,专业基础课,四平路校区,"李立(05067),钱晨(24118) 星期四5-8节 [1-16] 学院专教D410"
CAU230702,建筑设计Ⅰ,专业基础课,四平路校区,"陈镌(04036),赵群(05110),戚广平(96032) 星期四5-8节 [1-16] 学院专教D408"
CAU330501,建筑设计Ⅱ,专业基础课,四平路校区,"戴颂华(00117),涂慧君(04184),江浩(06086),周晓红(07206),贺永(09084),扈龑喆(10043),汪浩(12199),董笑笑(25067),谢振宇(88088),戴松茁(94050),张凡(94502) 星期一5-8节 [1-16] 学院专教D307、D309、D311、D313"
CAU430101,专题设计Ⅲ（自选题）,专业基础课,四平路校区,"徐洪涛(00762),莫方朔(04039),胡滨(05202),黄林琳(12051),汪浩(12199),黄子硕(18009),邓丰(18016),张婷(18032),余中奇(21018),刘一歌(23194),董笑笑(25067),袁烽(96503) 星期一1-4节 [1-16] 学院专教B205、B207、B209、B206、B208、B3西 徐洪涛(00762),莫方朔(04039),胡滨(05202),黄林琳(12051),汪浩(12199),黄子硕(18009),邓丰(18016),张婷(18032),余中奇(21018),刘一歌(23194),董笑笑(25067),袁烽(96503) 星期四5-8节 [1-16] 学院专教B205、B207、B209、B206、B208、B3西"
CAU240404,建筑物理（声光热）,个性化课程,嘉定校区,黄子硕(18009) 星期六3-4节 [1-16] 不排教室
CAU240401,建筑物理（声光热）,专业必修课,四平路校区,黄子硕(18009) 星期三5-6节 [12-16] 衷和楼205 郝洛西(01122) 星期三5-6节 [6-7 9-11] 衷和楼205 吴宇杰(22220) 星期三5-6节 [8] 衷和楼205 莫方朔(04039) 星期三5-6节 [1-5] 衷和楼205
CAU440601,城市道路与交通（2）,专业必修课,四平路校区,刘冰(97108) 星期四9-10节 [5-12] 南214 汤宇卿(97127) 星期四9-10节 [1-4 13-16] 南214
CAU341301,详细规划设计（2）,专业必修课,四平路校区,"杨帆(06091),赫磊(16516),戴晓晖(92183),钮心毅(93174),高晓昱(93176),陆希刚(95503),黄怡(96019),刘冰(97108) 星期二1-4节 [1-16] 学院教室D310\312\304\404 杨帆(06091),赫磊(16516),戴晓晖(92183),钮心毅(93174),高晓昱(93176),陆希刚(95503),黄怡(96019),刘冰(97108) 星期五1-4节 [1-16] 学院教室D310\312\304\404"
CAU341402,城乡规划管理与法规,专业必修课,四平路校区,"张泽(23175),耿慧志(99025) 星期三7-8节 [16] 北410 耿慧志(99025) 星期三7-8节 [1-13] 北410 张泽(23175) 星期三7-8节 [14-15] 北410"
CAU330601,遥感与GIS概论,专业基础课,四平路校区,刘颂(94096) 星期三3-4节 [1-8] 学院D楼大机房
CAU341601,景观详细规划,专业必修课,四平路校区,"王敏(05223),汪洁琼(13123),许晓青(17116),李瑞冬(99023) 星期二1-4节 [1-16] 学院教室D306\308 王敏(05223),汪洁琼(13123),许晓青(17116),李瑞冬(99023) 星期五1-4节 [1-16] 学院教室D306\308"
,建筑师职业教育（英）,专业必修课,四平路校区,张雪伟(07074) 星期二3-4节 [9-16] 学院专教D513
,建筑法规（英）,专业必修课,四平路校区,张雪伟(07074) 星期二3-4节 [1-8] 学院专教 D513
CAU440801,建筑防灾（英）,专业必修课,四平路校区,吴宇杰(22220) 星期三5-6节 [9-16] 学院专教D513
CAU130509,设计基础Ⅱ,专业基础课,四平路校区,"莫万莉(22217),王雪睿(25051) 星期一5-8节 [1-16] 学院专教C207"
CAU130508,设计基础Ⅱ,专业基础课,四平路校区,田唯佳(14167) 星期一5-8节 [1-16] 学院专教C205
CAU130507,设计基础Ⅱ,专业基础课,四平路校区,"岑伟(04043),陈洁(22211) 星期一5-8节 [1-16] 学院专教C203"
CAU130506,设计基础Ⅱ,专业基础课,四平路校区,"周易知(18132),潘玥(22014) 星期四1-4节 [1-16] 学院专教B407"
CAU130505,设计基础Ⅱ,专业基础课,四平路校区,"宗轩(01023),赵思嘉(04073) 星期四1-4节 [1-16] 学院专教B405"
CAU130504,设计基础Ⅱ,专业基础课,四平路校区,"钱锋(06027),张雪伟(07074) 星期四1-4节 [1-16] 学院专教B309"
CAU130503,设计基础Ⅱ,专业基础课,四平路校区,"钱晨(24118),王方戟(97006) 星期四1-4节 [1-16] 学院专教B307"
CAU130502,设计基础Ⅱ,专业基础课,四平路校区,"李彦伯(14022),李宾(24100),单路(25036) 星期四1-4节 [1-16] 学院专教B306"
CAU130501,设计基础Ⅱ,专业基础课,四平路校区,"范兆祥(25027),朱晓明(92501) 星期四1-4节 [1-16] 学院专教B304"
CAU250901,城市政策与规划（英）,专业选修课,四平路校区,李凌月(17117) 星期五9-10节 [9-16] 北307
CAU002101,植物文化与古典园林空间,人文经典与审美素养,四平路校区,俞泳(99078) 星期四9-10节 [1-16] 北311
CAU002401,生态智慧与生态实践,社会发展与国际视野,四平路校区,王云才(03041) 星期四9-10节 [5-7] 北208 申佳可(24069) 星期四9-10节 [1-4 8] 北208
CAU350902,城市数据可视化与计算（英）,专业选修课,四平路校区,刘超(19001) 星期四5-6节 [9-16] 南209
CAU002601,城市色彩,人文经典与审美素养,四平路校区,林怡(01018) 星期三7-8节 [1-16] 南116
CAU330801,历史建筑保护设计I,专业基础课,四平路校区,"张晓春(04111),刘涤宇(16019) 星期一5-6节 [9-16] 学院专教D302 张晓春(04111),刘涤宇(16019) 星期四1-4节 [9-16] 学院专教D302"
CAU330901,历史建筑保护设计II,专业基础课,四平路校区,"陆地(02081),李颖春(14150) 星期一5-6节 [1-8] 学院专教D302 陆地(02081),李颖春(14150) 星期四1-4节 [1-8] 学院专教D302"
CAU251001,建筑细部与材料,专业选修课,四平路校区,陈镌(04036) 星期一5-6节 [9-16] 北105
CAU251101,公共住宅：设计与研究（英）,专业选修课,四平路校区,贺永(09084) 星期一9-10节 [1-16] 衷和楼201
CAU351002,城市开放空间设计定量评价（英）,专业选修课,四平路校区,翟宇佳(14195) 星期四5-6节 [1-8] 南209
CAU240601,建筑设计Ⅰ（英）,专业必修课,四平路校区,"陈洁(22211),王雪睿(25051),俞泳(99078) 星期三5-8节 [1-16] 学院专教C203"
CAU341801,建筑设计II（英）,专业必修课,四平路校区,翁超(24162) 星期一1-4节 [1-16] 学院专教D405
CAU342001,建筑物理（英）,专业必修课,四平路校区,吴宇杰(22220) 星期二3-4节 [6-10] 北218 王旭(13122) 星期二3-4节 [1-5] 北218 李佩娴(23023) 星期二3-4节 [11-16] 北218
CAU342101,建筑理论与历史 I(英),专业必修课,四平路校区,李颖春(14150) 星期三9-10节 [3 6-10 12-16] 南308 常青(93074) 星期三9-10节 [1] 南308 周易知(18132) 星期三9-10节 [2] 南308 刘涤宇(16019) 星期三9-10节 [5] 南308 朱宇晖(04074) 星期三9-10节 [4 11] 南308
CAU002801,蜡染与扎染——织物艺术设计（英）,人文经典与审美素养,四平路校区,"王珂(09124),卢璐(16112) 星期三5-7节 [1-16] 城规学院D楼陶艺室"
CAU003101,生态与文化（英）,科学探索与生命关怀,四平路校区,陈静(11127) 星期四7-8节 [1-16] 北310
CAU003301,乡村振兴与规划建设,社会发展与国际视野,四平路校区,"杨贵庆(91045) 星期一9-10节 [13] 北205 张尚武(98062) 星期一9-10节 [12] 北205 栾峰(05133) 星期一9-10节 [1-2 5-10 15-16] 北205 周俭(87105) 星期一9-10节 [14] 北205 栾峰(05133),唐伟成(21161) 星期一9-10节 [11] 北205 陆希刚(95503) 星期一9-10节 [3] 北205 肖建莉(08010) 星期一9-10节 [4] 北205"
CAU231101,城市建筑设计II,专业基础课,四平路校区,"刘刚(10052),张灵珠(20012),王志军(86079) 星期四5-8节 [1-16] 学院教室D401"
CAU331201,城市设计II,专业基础课,四平路校区,"戴代新(05055),翁超(24162),孙彤宇(92062) 星期一5-8节 [1-16] 学院教室D315"
CAU240701,城市形态学,专业必修课,四平路校区,姚栋(08040) 星期三3-4节 [1-2 4-5 8-10 15-16] 学院教室D1 戴代新(05055) 星期三3-4节 [14] 学院教室D1 陈泳(03026) 星期三3-4节 [13] 学院教室D1 杨春侠(05142) 星期三3-4节 [12] 学院教室D1 庄宇(93048) 星期三3-4节 [11] 学院教室D1 蔡永洁(00093) 星期三3-4节 [6] 学院教室D1 孙彤宇(92062) 星期三3-4节 [3] 学院教室D1 刘刚(10052) 星期三3-4节 [7] 学院教室D1
CAU342301,城市设计理论,专业必修课,四平路校区,徐磊青(95016) 星期四7-8节 [8] 学院教室D2 孙彤宇(92062) 星期四7-8节 [1-7 9-12 15-16] 学院教室D2 叶宇(16154) 星期四7-8节 [13] 学院教室D2 董楠楠(06119) 星期四7-8节 [14] 学院教室D2
CAU342401,城市分析方法与工具,专业基础课,四平路校区,叶宇(16154) 星期二3-4节 [1-16] 南209
CAU460401,毕业设计（城市设计）,实践环节课程,四平路校区,"杨春侠(05142),黄林琳(12051),王一名(21021),孙彤宇(92062) 星期五5-11节 [1-16] 学院教室D402、D404、D515"
CAU003401,数字建造与水切割,工程能力与创新思维,四平路校区,臧伟(91664) 星期四5-6节 [1-8] 文401
CAU003501,阅读当代中国建筑,人文经典与审美素养,四平路校区,闫超(21152) 星期一9-10节 [8] 南329 江嘉玮(21157) 星期一9-10节 [7 13] 南329 王凯(10082) 星期一9-10节 [4] 南329 王雪睿(25051) 星期一9-10节 [5] 南329 李凌燕(16024) 星期一9-10节 [14] 南329 谭峥(15030) 星期一9-10节 [1-3 6 9-12 16] 南329 张晓春(04111) 星期一9-10节 [15] 南329
CAU003601,城市风险与安全防灾,工程能力与创新思维,四平路校区,王飞(14182) 星期一7-8节 [3 8-9 13] 北310 胡群芳(06118) 星期一7-8节 [4-5 10-12] 北310 赫磊(16516) 星期一7-8节 [1-2 6-7 14-16] 北310
CAU003701,决策与选择分析方法导论,工程能力与创新思维,四平路校区,朱玮(10112) 星期四9-10节 [1-16] 北312
CAU003901,可持续智能城镇化,工程能力与创新思维,四平路校区,张尚武(98062) 星期四9-10节 [1-2] 文106 刘超(19001) 星期四9-10节 [3-8] 文106
CAU251201,城市空间规划和发展战略（英）,专业选修课,四平路校区,王兰(09134) 星期日9-10节 [9-16] 不排教室
CAU351301,城市规划与问卷调查（英）,专业选修课,四平路校区,肖扬(13147) 星期三5-6节 [1-8] 北305
CAU351401,城市几何学（英）,专业选修课,四平路校区,沈尧(18093) 星期一9-10节 [1-8] 北307
CAU451101,城市社会学研究方法概论（英）,专业选修课,四平路校区,杨辰(13084) 星期三5-6节 [6] 南308 黄璜(21025) 星期三5-6节 [1-5 7-8] 南308
CAU004401,光与颜色的科学与艺术,工程能力与创新思维,四平路校区,郝洛西(01122) 星期三7-8节 [1 4-7 14-16] 北210 吴宇杰(22220) 星期三7-8节 [2-3 8-13] 北210
CAU351601,生态修复与设计,专业选修课,四平路校区,汪洁琼(13123) 星期三7-8节 [1-16] 南208
CAU451201,室内设计原理,专业选修课,四平路校区,陈易(91023) 星期二3-4节 [1-16] 南210
CAU342601,建筑防灾,专业必修课,四平路校区,吴宇杰(22220) 星期一9-10节 [1-16] 南301
CAU130601,建筑概论,专业基础课,四平路校区,汤朔宁(99022) 星期一1-2节 [16] 文106 周易知(18132) 星期一1-2节 [1-14] 文106 黄一如(92229) 星期一1-2节 [15] 文106
CAU351801,人体工程学,专业选修课,四平路校区,徐磊青(95016) 星期一1-2节 [1-16] 北105
CAU240902,建筑构造,专业基础课,四平路校区,陈镌(04036) 星期三9-10节 [1-16] 北407
CAU240901,建筑构造,专业基础课,四平路校区,孟刚(94038) 星期三9-10节 [1-16] 北410
CAU004601,陶艺设计,人文经典与审美素养,四平路校区,"王珂(09124),田唯佳(14167),卢璐(16112) 星期三9-11节 [1-16] 城规学院D楼陶艺工作室"
CAU461101,毕业设计（历建）,实践环节课程,四平路校区,"朱宇晖(04074),张鹏(05149),王红军(09155),周易知(18132),赵沫沙(22218) 星期日1-8节 [1-16] 学院专教B403、B409、B411"
CAU331301,城市设计原理,专业基础课,四平路校区,王一(02078) 星期日9-10节 [1-16] 不排教室
CAU251401,园林设计原理,专业选修课,四平路校区,刘熬立(92187) 星期二3-4节 [1-16] 北209
CAU241001,城市地理学,专业必修课,四平路校区,陆希刚(95503) 星期三7-8节 [1-6] 北405 朱玮(10112) 星期三7-8节 [14-15] 北405 王德(98033) 星期三7-8节 [7-11 16] 北405 刘伯初(23135) 星期三7-8节 [12-13] 北405
CAU342901,建筑理论与历史(2),专业必修课,四平路校区,卢永毅(90104) 星期三5-6节 [6-7 12-16] 文106 钱锋(06027) 星期三5-6节 [1-5 8-11] 文106
CAU352301,中国传统家具与文化,专业选修课,四平路校区,左琰(91129) 星期二3-4节 [1-16] 学院专教-D楼底楼艺术模型教室
CAU343001,城市经济学,专业选修课,四平路校区,栾峰(05133) 星期一5-6节 [1-16] 南312
CAU343102,城市社会学,专业选修课,四平路校区,戴晓晖(92183) 星期一1-2节 [1-3 8-12] 衷和楼203 杨贵庆(91045) 星期一1-2节 [13] 衷和楼203 赵蔚(05125) 星期一1-2节 [4-7] 衷和楼203 黄怡(96019) 星期一1-2节 [14-15] 衷和楼203 杨辰(13084) 星期一1-2节 [16] 衷和楼203
CAU231401,城市建设史,专业基础课,四平路校区,王雅娟(99100) 星期四9-10节 [8-10] 北410 邵甬(05001) 星期四9-10节 [7 11-13] 北410 杨婷(25124) 星期四9-10节 [14-15] 北410 王骏(98088) 星期四9-10节 [1-6 16] 北410
CAU352401,照明设计,专业选修课,四平路校区,吴宇杰(22220) 星期四7-8节 [4-7] 北105 林怡(01018) 星期四7-8节 [2-3 8-13] 北105 郝洛西(01122) 星期四7-8节 [1 14-16] 北105
CAU343203,建筑设备(水暖电),个性化课程,嘉定校区,叶海(00010) 星期六5-6节 [1-16] 不安排教室
CAU343201,建筑设备(水暖电),专业必修课,四平路校区,叶海(00010) 星期三1-2节 [1-16] 瑞安楼阶1
CAU352501,景观管理政策与法规,专业选修课,四平路校区,刘悦来(05224) 星期三5-6节 [1-16] 南211
CAU343401,风景区规划原理,专业必修课,四平路校区,杨晨(15068) 星期一5-6节 [7 11-12] 北305 韩锋(88163) 星期一5-6节 [1-6 8-10 14] 北305 李璟昱(25024) 星期一5-6节 [13] 北305 李瑞冬(99023) 星期一5-6节 [15-16] 北305
CAU251501,全球视角下的现代中国及其城市化（英）,专业选修课,四平路校区,李彦伯(14022) 星期三3-4节 [9-16] 学院专教C207
CAU451401,亚洲建筑与城市概论（英）,专业选修课,四平路校区,汪妍泽(22142) 星期日9-10节 [1-15单] 不安排教室
CAU352601,建筑快题设计,专业选修课,四平路校区,扈龑喆(10043) 星期一5-8节 [28] 学院专教 扈龑喆(10043) 星期二5-8节 [28] 学院专教 扈龑喆(10043) 星期三5-8节 [28] 学院专教 扈龑喆(10043) 星期四5-8节 [28] 学院专教
CAU241101,城市物理,专业必修课,四平路校区,"石邢(20101),李佩娴(23023) 星期一7-8节 [15] 南408 吴宇杰(22220) 星期一7-8节 [12-14] 南408 李佩娴(23023) 星期一7-8节 [4 7-11] 南408 石邢(20101),吴宇杰(22220),李佩娴(23023) 星期一7-8节 [16] 南408 石邢(20101) 星期一7-8节 [1-3 5-6] 南408"
CAU441401,控规与综合性城市设计,专业必修课,四平路校区,"干靓(05065),肖建莉(08010),周新刚(17125),张文佳(24147),杨婷(25124),田宝江(98055) 星期二1-4节 [1-16] 学院教室D413\415\407\417 干靓(05065),肖建莉(08010),周新刚(17125),张文佳(24147),杨婷(25124),田宝江(98055) 星期五1-4节 [1-16] 学院教室D413\415\407\417"
CAU251601,建成环境设计与公共健康（英）,专业选修课,四平路校区,尹杰(21071) 星期四5-6节 [9-16] 南208
CAU460501,毕业设计（含实习 四年制本科）,实践环节课程,四平路校区,"邵甬(05001),肖扬(13147),李凌月(17117),刁弥(20135),尹杰(21071),曹哲静(21166),曹湛(22026),张皓(24188),刘翔(24197),匡晓明(94053),李晴(95501) 星期二1-4节 [1-16] 学院安排B210、B212、B311、B308 邵甬(05001),肖扬(13147),李凌月(17117),刁弥(20135),尹杰(21071),曹哲静(21166),曹湛(22026),张皓(24188),刘翔(24197),匡晓明(94053),李晴(95501) 星期五1-4节 [1-16] 学院安排B210、B212、B311、B308"
CAU352701,装配式建筑设计原理,专业选修课,四平路校区,周静敏(08999) 星期四5-8节 [1-8] 学院专教D3报告厅
CAU251701,乡村空间与文化,专业选修课,四平路校区,董楠楠(06119) 星期一5-6节 [9-16] 南315 寇怀云(13509) 星期一5-6节 [1-8] 南315
CAU251801,健康城市科学与规划,专业选修课,四平路校区,王兰(09134) 星期日9-10节 [1-8] 不排教室
CAU004901,城市景观阅读,人文经典与审美素养,四平路校区,汤众(96501) 星期三7-8节 [1-16] 南408
CAU251901,风土建筑概说(英),专业选修课,四平路校区,周易知(18132) 星期三3-4节 [9-16] 学院专教D3报告厅
CAU005101,植物与艺术,人文经典与审美素养,四平路校区,陈静(11127) 星期一1-4节 [20] 暑期课程，学院安排 陈静(11127) 星期二1-4节 [20] 暑期课程，学院安排 陈静(11127) 星期三1-4节 [20] 暑期课程，学院安排 陈静(11127) 星期四1-4节 [20] 暑期课程，学院安排
